complaint_id,timestamp,customer_id,channel,complaint_text,category,priority,supplier_id,product_category,region,order_id,complaint_text_normalized,complaint_text_no_stopwords,category_encoded
CMP-000341,2024-07-26 03:13:20,CUST-2889,app,Quality control failure on order ORD-370804. raspberries are contaminated and cannot be sold.,Quality Issues,medium,SUP-12104,broccoli,Asia,ORD-370804,quality control failure on order ord370804 raspberries are contaminated and cannot be sold,quality control failure order ord370804 raspberries contaminated cannot sold,6
CMP-000342,2024-07-26 17:50:37,CUST-2700,social,Critical delay on order ORD-330019. The bell peppers were time-sensitive and now may be unusable.,Delivery Delay,medium,SUP-12555,kale,North America,ORD-330019,critical delay on order ord330019 the bell peppers were timesensitive and now may be unusable,critical delay order ord330019 bell peppers timesensitive may unusable,1
CMP-000343,2024-07-27 08:27:53,CUST-1140,app,Unacceptable behavior from your team handling order ORD-719284. Need to speak with a manager.,Service Complaint,medium,SUP-5788,cucumbers,Europe,ORD-719284,unacceptable behavior from your team handling order ord719284 need to speak with a manager,unacceptable behavior team handling order ord719284 need speak manager,7
CMP-000344,2024-07-27 23:05:10,CUST-2228,email,Incomplete delivery for ORD-744610. 35 cases of carrots are missing from the shipment.,Missing Items,medium,SUP-10558,lemons,Europe,ORD-744610,incomplete delivery for ord744610 35 cases of carrots are missing from the shipment,incomplete delivery ord744610 35 cases carrots missing shipment,3
CMP-000345,2024-07-28 13:42:26,CUST-1861,web,No response to my emails about order ORD-647403. I've been trying to reach support for 8 days.,Poor Communication,low,SUP-12437,pineapples,North America,ORD-647403,no response to my emails about order ord647403 ive been trying to reach support for 8 days,response emails order ord647403 ive trying reach support 8 days,4
CMP-000346,2024-07-29 04:19:43,CUST-1200,social,Shipment ORD-704106 arrived with crushed boxes. Multiple grapes units are unsellable.,Damaged Goods,high,SUP-5044,watermelons,North America,ORD-704106,shipment ord704106 arrived with crushed boxes multiple grapes units are unsellable,shipment ord704106 arrived crushed boxes multiple grapes units unsellable,0
CMP-000347,2024-07-29 18:56:59,CUST-1014,email,Invoice ORD-927769 has wrong prices for organic apples. This needs immediate correction.,Pricing Error,low,SUP-9795,grapes,Europe,ORD-927769,invoice ord927769 has wrong prices for organic apples this needs immediate correction,invoice ord927769 wrong prices organic apples needs immediate correction,5
CMP-000348,2024-07-30 09:34:16,CUST-2097,social,Critical delay on order ORD-996508. The blueberries were time-sensitive and now may be unusable.,Delivery Delay,medium,SUP-8952,cucumbers,Europe,ORD-996508,critical delay on order ord996508 the blueberries were timesensitive and now may be unusable,critical delay order ord996508 blueberries timesensitive may unusable,1
CMP-000349,2024-07-31 00:11:32,CUST-2136,social,Quality issue with order ORD-686252. The mangoes show signs of improper handling during transport.,Damaged Goods,high,SUP-5975,cantaloupe,Asia,ORD-686252,quality issue with order ord686252 the mangoes show signs of improper handling during transport,quality issue order ord686252 mangoes show signs improper handling transport,0
CMP-000350,2024-07-31 14:48:49,CUST-2603,app,My order #ORD-568288 was supposed to arrive on 2025-10-27 but it's now 10 days late. This is unacceptable for perishable goods.,Delivery Delay,medium,SUP-5043,peaches,Asia,ORD-568288,my order ord568288 was supposed to arrive on 20251027 but its now 10 days late this is unacceptable for perishable goods,order ord568288 supposed arrive 20251027 10 days late unacceptable perishable goods,1
CMP-000351,2024-08-01 05:26:05,CUST-1297,social,Invoice ORD-963245 has wrong prices for spinach. This needs immediate correction.,Pricing Error,low,SUP-10029,lemons,North America,ORD-963245,invoice ord963245 has wrong prices for spinach this needs immediate correction,invoice ord963245 wrong prices spinach needs immediate correction,5
CMP-000352,2024-08-01 20:03:22,CUST-2457,email,Shipment ORD-400384 arrived with crushed boxes. Multiple lemons units are unsellable.,Damaged Goods,medium,SUP-9911,carrots,North America,ORD-400384,shipment ord400384 arrived with crushed boxes multiple lemons units are unsellable,shipment ord400384 arrived crushed boxes multiple lemons units unsellable,0
CMP-000353,2024-08-02 10:40:38,CUST-1474,app,My order #ORD-832377 was supposed to arrive on 2025-10-29 but it's now 5 days late. This is unacceptable for perishable goods.,Delivery Delay,critical,SUP-8321,onions,Asia,ORD-832377,my order ord832377 was supposed to arrive on 20251029 but its now 5 days late this is unacceptable for perishable goods,order ord832377 supposed arrive 20251029 5 days late unacceptable perishable goods,1
CMP-000354,2024-08-03 01:17:54,CUST-1031,email,Received order ORD-642892 with 78% of potatoes damaged. Packaging was inadequate.,Damaged Goods,high,SUP-8725,raspberries,North America,ORD-642892,received order ord642892 with 78 of potatoes damaged packaging was inadequate,received order ord642892 78 potatoes damaged packaging inadequate,0
CMP-000355,2024-08-03 15:55:11,CUST-1534,app,"Damaged goods in shipment ORD-104877. Temperature control appears to have failed, carrots are spoiled.",Damaged Goods,high,SUP-12177,potatoes,North America,ORD-104877,damaged goods in shipment ord104877 temperature control appears to have failed carrots are spoiled,damaged goods shipment ord104877 temperature control appears failed carrots spoiled,0
CMP-000356,2024-08-04 06:32:27,CUST-2421,social,Been waiting 5 days for update on order ORD-362292. This lack of communication is unprofessional.,Poor Communication,medium,SUP-5224,broccoli,Asia,ORD-362292,been waiting 5 days for update on order ord362292 this lack of communication is unprofessional,waiting 5 days update order ord362292 lack communication unprofessional,4
CMP-000357,2024-08-04 21:09:44,CUST-1138,social,Billing discrepancy on order ORD-370343. The unit price for limes doesn't match our contract.,Pricing Error,medium,SUP-11817,grapes,Asia,ORD-370343,billing discrepancy on order ord370343 the unit price for limes doesnt match our contract,billing discrepancy order ord370343 unit price limes doesnt match contract,5
CMP-000358,2024-08-05 11:47:00,CUST-1190,social,Quality issue with order ORD-401244. The tomatoes show signs of improper handling during transport.,Damaged Goods,critical,SUP-10596,bananas,Europe,ORD-401244,quality issue with order ord401244 the tomatoes show signs of improper handling during transport,quality issue order ord401244 tomatoes show signs improper handling transport,0
CMP-000359,2024-08-06 02:24:17,CUST-1408,app,Order ORD-872918 contains cherries that are already showing signs of spoilage upon arrival.,Quality Issues,critical,SUP-5982,tomatoes,North America,ORD-872918,order ord872918 contains cherries that are already showing signs of spoilage upon arrival,order ord872918 contains cherries already showing signs spoilage upon arrival,6
CMP-000360,2024-08-06 17:01:33,CUST-2008,email,Critical delay on order ORD-795650. The fresh strawberries were time-sensitive and now may be unusable.,Delivery Delay,high,SUP-12503,carrots,Europe,ORD-795650,critical delay on order ord795650 the fresh strawberries were timesensitive and now may be unusable,critical delay order ord795650 fresh strawberries timesensitive may unusable,1
CMP-000361,2024-08-07 07:38:50,CUST-1454,app,Delivery driver for order ORD-517206 was extremely rude and unprofessional.,Service Complaint,low,SUP-11356,cucumbers,Europe,ORD-517206,delivery driver for order ord517206 was extremely rude and unprofessional,delivery driver order ord517206 extremely rude unprofessional,7
CMP-000362,2024-08-07 22:16:06,CUST-2430,social,Order ORD-226215 is severely delayed. We needed these watermelons by 2025-10-28 for our retail operations.,Delivery Delay,high,SUP-12060,grapes,Asia,ORD-226215,order ord226215 is severely delayed we needed these watermelons by 20251028 for our retail operations,order ord226215 severely delayed needed watermelons 20251028 retail operations,1
CMP-000363,2024-08-08 12:53:23,CUST-1538,app,Received only partial order ORD-675210. Where are the remaining 16 broccoli?,Missing Items,high,SUP-8049,blueberries,Europe,ORD-675210,received only partial order ord675210 where are the remaining 16 broccoli,received partial order ord675210 remaining 16 broccoli,3
CMP-000364,2024-08-09 03:30:39,CUST-1923,app,Critical delay on order ORD-393212. The bell peppers were time-sensitive and now may be unusable.,Delivery Delay,high,SUP-8120,bananas,Asia,ORD-393212,critical delay on order ord393212 the bell peppers were timesensitive and now may be unusable,critical delay order ord393212 bell peppers timesensitive may unusable,1
CMP-000365,2024-08-09 18:07:56,CUST-2964,app,Shipment ORD-938900 stuck in transit for 2 days. This is causing major disruptions to our supply chain.,Delivery Delay,low,SUP-11433,broccoli,Europe,ORD-938900,shipment ord938900 stuck in transit for 2 days this is causing major disruptions to our supply chain,shipment ord938900 stuck transit 2 days causing major disruptions supply chain,1
CMP-000366,2024-08-10 08:45:12,CUST-2151,email,Shipment ORD-363165 stuck in transit for 13 days. This is causing major disruptions to our supply chain.,Delivery Delay,high,SUP-7128,blueberries,Europe,ORD-363165,shipment ord363165 stuck in transit for 13 days this is causing major disruptions to our supply chain,shipment ord363165 stuck transit 13 days causing major disruptions supply chain,1
CMP-000367,2024-08-10 23:22:29,CUST-2141,web,Received only partial order ORD-687569. Where are the remaining 48 organic apples?,Missing Items,medium,SUP-7331,blueberries,Europe,ORD-687569,received only partial order ord687569 where are the remaining 48 organic apples,received partial order ord687569 remaining 48 organic apples,3
CMP-000368,2024-08-11 13:59:45,CUST-2045,social,"Damaged goods in shipment ORD-805893. Temperature control appears to have failed, asparagus are spoiled.",Damaged Goods,critical,SUP-11616,avocados,Europe,ORD-805893,damaged goods in shipment ord805893 temperature control appears to have failed asparagus are spoiled,damaged goods shipment ord805893 temperature control appears failed asparagus spoiled,0
CMP-000369,2024-08-12 04:37:02,CUST-2254,social,Received order ORD-761938 with 34% of tomatoes damaged. Packaging was inadequate.,Damaged Goods,high,SUP-10280,raspberries,Europe,ORD-761938,received order ord761938 with 34 of tomatoes damaged packaging was inadequate,received order ord761938 34 tomatoes damaged packaging inadequate,0
CMP-000370,2024-08-12 19:14:18,CUST-2599,web,Invoice ORD-566509 has wrong prices for carrots. This needs immediate correction.,Pricing Error,medium,SUP-10740,cantaloupe,Asia,ORD-566509,invoice ord566509 has wrong prices for carrots this needs immediate correction,invoice ord566509 wrong prices carrots needs immediate correction,5
CMP-000371,2024-08-13 09:51:34,CUST-1341,social,Invoice ORD-320800 shows incorrect pricing. We were quoted $3752 but charged $4913.,Pricing Error,medium,SUP-5851,grapes,North America,ORD-320800,invoice ord320800 shows incorrect pricing we were quoted 3752 but charged 4913,invoice ord320800 shows incorrect pricing quoted 3752 charged 4913,5
CMP-000372,2024-08-14 00:28:51,CUST-1172,social,"Terrible communication regarding shipment ORD-262816. No tracking updates, no responses to calls.",Poor Communication,medium,SUP-5287,limes,Europe,ORD-262816,terrible communication regarding shipment ord262816 no tracking updates no responses to calls,terrible communication regarding shipment ord262816 tracking updates responses calls,4
CMP-000373,2024-08-14 15:06:07,CUST-2769,social,"Damaged goods in shipment ORD-440998. Temperature control appears to have failed, cherries are spoiled.",Damaged Goods,critical,SUP-8740,lemons,North America,ORD-440998,damaged goods in shipment ord440998 temperature control appears to have failed cherries are spoiled,damaged goods shipment ord440998 temperature control appears failed cherries spoiled,0
CMP-000374,2024-08-15 05:43:24,CUST-2796,social,"Order ORD-766738 completely ruined. lemons arrived in terrible condition, cannot be sold.",Damaged Goods,high,SUP-7522,blueberries,Europe,ORD-766738,order ord766738 completely ruined lemons arrived in terrible condition cannot be sold,order ord766738 completely ruined lemons arrived terrible condition cannot sold,0
CMP-000375,2024-08-15 20:20:40,CUST-1318,web,Missing certificates for order ORD-372427. Cannot clear customs without proper documentation.,Documentation Error,medium,SUP-12757,pineapples,Europe,ORD-372427,missing certificates for order ord372427 cannot clear customs without proper documentation,missing certificates order ord372427 cannot clear customs without proper documentation,2
